year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,irrigation_start,irrigation_end,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,event_duration_hours,gallons_strip,flag_pre_start_response,flag_unexplained_pre_start_response,likely_precip_driven_pre_start_response,possible_battery_or_logger_issue,vwc_missing_fraction_pre_start_window,battery_col,battery_pre_start_min_v,battery_event_min_v,total_precip_in_pre_start_window,trustworthy_event,trustworthy_reason,trustworthy_min_bottom_response_delay_hr
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S1_B,3,18,2023-05-23 15:25:00,2023-05-23 19:19:00,23.8333,23.8333,25.0833,3.9,72500.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-06-01_S1_S2_28dbbfca,VWC_1_raw_S1_B,1,6,2023-06-01 12:16:00,2023-06-01 18:45:00,7.2333,7.2333,17.2333,6.4833,33650.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-06-01_S1_S2_28dbbfca,VWC_2_raw_S1_B,2,12,2023-06-01 12:16:00,2023-06-01 18:45:00,7.9833,7.9833,,6.4833,33650.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-06-01_S1_S2_28dbbfca,VWC_3_raw_S1_B,3,18,2023-06-01 12:16:00,2023-06-01 18:45:00,12.2333,12.2333,,6.4833,33650.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-06-26_S1_S2_69e5d9b6,VWC_1_raw_S1_B,1,6,2023-06-26 09:31:00,2023-06-26 16:02:00,9.2333,9.2333,9.4833,6.5167,44700.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-06-26_S1_S2_69e5d9b6,VWC_2_raw_S1_B,2,12,2023-06-26 09:31:00,2023-06-26 16:02:00,13.9833,13.9833,14.9833,6.5167,44700.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-07-17_S1_S2_ae0a89b4,VWC_2_raw_S1_B,2,12,2023-07-17 08:04:00,2023-07-17 16:04:00,23.9333,23.9333,27.9333,8.0,60450.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-07-17_S1_S2_ae0a89b4,VWC_3_raw_S1_B,3,18,2023-07-17 08:04:00,2023-07-17 16:04:00,23.9333,23.9333,27.9333,8.0,60450.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-05_S1_S2_efaa9d14,VWC_1_raw_S1_B,1,6,2023-08-05 08:48:00,2023-08-05 14:56:00,11.95,11.95,,6.1333,49250.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-05_S1_S2_efaa9d14,VWC_2_raw_S1_B,2,12,2023-08-05 08:48:00,2023-08-05 14:56:00,22.95,22.95,24.45,6.1333,49250.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-05_S1_S2_efaa9d14,VWC_3_raw_S1_B,3,18,2023-08-05 08:48:00,2023-08-05 14:56:00,14.95,14.95,18.95,6.1333,49250.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-24_S1_S2_6cc99259,VWC_1_raw_S1_B,1,6,2023-08-24 13:47:00,2023-08-24 18:16:00,3.4667,3.4667,16.7167,4.4833,30125.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-24_S1_S2_6cc99259,VWC_2_raw_S1_B,2,12,2023-08-24 13:47:00,2023-08-24 18:16:00,7.4667,7.4667,,4.4833,30125.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-08-24_S1_S2_6cc99259,VWC_3_raw_S1_B,3,18,2023-08-24 13:47:00,2023-08-24 18:16:00,4.4667,4.4667,,4.4833,30125.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-09-21_S1_S2_6dbb0789,VWC_1_raw_S1_B,1,6,2023-09-21 09:07:00,2023-09-21 16:09:00,4.6333,4.6333,,7.0333,37650.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
2023,S1_S2,west,S1,2023-09-21_S1_S2_6dbb0789,VWC_2_raw_S1_B,2,12,2023-09-21 09:07:00,2023-09-21 16:09:00,16.1333,16.1333,16.3833,7.0333,37650.0,False,False,False,False,0.0,BattV_Min_S1_B,,,0.0,True,ok,0.5
